	F1norm_rprr	datasetname	k	knownmodules	method	perccutoff	precision	recall	recovery	relevance	runningtime
869	2.1472124084273903	yeast_dream5	50.0	interconnected	ica_percentage	0.05	0.06985249006731209	0.011426450631660685	0.09367609633837944	0.11973530029000709	16.6004159450531
870	2.3324766453752868	yeast_dream5	50.0	strict	ica_percentage	0.02	0.04172857418354595	0.025168873740200295	0.12277566108158236	0.1733817391567674	14.252634048461914
871	3.0283656478483794	yeast_dream5	50.0	minimal	ica_percentage	0.02	0.030294201445983514	0.04849288387047024	0.10652792652232213	0.1481366835837096	14.252634048461914
872	2.5406867611455826	yeast_dream5	50.0	interconnected	ica_percentage	0.02	0.03427244215482841	0.020055816175449315	0.10384049221292786	0.14205442473202592	14.252634048461914
873	2.197290901995177	yeast_dream5	50.0	strict	ica_percentage	0.01	0.022883852402102264	0.027844489156596642	0.13216654486756055	0.1695311039050666	12.111788034439087
874	2.183391588599743	yeast_dream5	50.0	minimal	ica_percentage	0.01	0.010755513246666413	0.036749920983810316	0.09754760910479449	0.13161644382231077	12.111788034439087
875	2.3174297570454363	yeast_dream5	50.0	interconnected	ica_percentage	0.01	0.01732726394851009	0.022132373217248133	0.10332237029778207	0.138309938974418	12.111788034439087
876	0.6614205890223338	yeast_dream5	50.0	strict	ica_percentage	0.005	0.0028709799762744	0.0070926077996268586	0.12371531644857002	0.0818866261205325	13.890568017959595
877	0.993169897586438	yeast_dream5	50.0	minimal	ica_percentage	0.005	0.0024132260109177303	0.020241988939416616	0.09892713938225116	0.10664163965603891	13.890568017959595
878	1.3357383051697458	yeast_dream5	50.0	interconnected	ica_percentage	0.005	0.004780171387458362	0.011459432485049763	0.10621534084031439	0.10002659778671022	13.890568017959595
879	0.10473230279276328	yeast_dream5	50.0	strict	ica_percentage	0.002	0.0004196808642844954	0.0007963922471694493	0.18055555555555555	0.015865150102784147	14.632836103439331
880	0.13611075213847976	yeast_dream5	50.0	minimal	ica_percentage	0.002	0.0002355069935519665	0.004373108835334244	0.13621684860965222	0.037180581526807796	14.632836103439331
881	0.1748843541977578	yeast_dream5	50.0	interconnected	ica_percentage	0.002	0.00038133017958264805	0.0012632396288003859	0.13209150326797386	0.022739434108350456	14.632836103439331
882	0.0	yeast_dream5	50.0	strict	ica_percentage	0.001	0.0	0.0	0.0	0.0	13.381968021392822
883	0.0	yeast_dream5	50.0	minimal	ica_percentage	0.001	0.0	0.0	0.0	0.0	13.381968021392822
884	0.0	yeast_dream5	50.0	interconnected	ica_percentage	0.001	0.0	0.0	0.0	0.0	13.381968021392822
885	0.0	yeast_dream5	50.0	strict	ica_percentage	0.0005	0.0	0.0	0.0	0.0	15.613152027130127
886	0.0	yeast_dream5	50.0	minimal	ica_percentage	0.0005	0.0	0.0	0.0	0.0	15.613152027130127
887	0.0	yeast_dream5	50.0	interconnected	ica_percentage	0.0005	0.0	0.0	0.0	0.0	15.613152027130127
888	0.9437468358133516	yeast_dream5	100.0	strict	ica_percentage	0.1	0.12800362347743777	0.0036418202461358344	0.0841456685216046	0.11221767247393964	34.18480610847473
889	1.8896858072739997	yeast_dream5	100.0	minimal	ica_percentage	0.1	0.14945081463731505	0.00713767183140348	0.09259364678733678	0.11094716642534742	34.18480610847473
890	0.991926832370037	yeast_dream5	100.0	interconnected	ica_percentage	0.1	0.113605321722176	0.002393575937681146	0.07473051891737498	0.09544857273990946	34.18480610847473
891	1.8951219607740288	yeast_dream5	100.0	strict	ica_percentage	0.05	0.12352346923542301	0.013145535258521935	0.0956438905665496	0.16558910278043912	40.56709408760071
