	F1norm_rprr	cutoff	datasetname	k	knownmodules	m	method	precision	recall	recovery	relevance	runningtime
1829	0.0	0.1	yeast_dream5	275.0	strict	1.02	cmeans	0.0	0.0	0.0	0.0	600.710620880127
1830	1.9247863416093505	0.1	yeast_dream5	275.0	minimal	1.05	cmeans	0.008085244344924436	0.039619347236757016	0.09516457218363025	0.11772343115731403	611.6806039810181
1831	2.0336907893353735	0.1	yeast_dream5	275.0	interconnected	1.05	cmeans	0.011812261129774673	0.023501000374372843	0.10407465990059543	0.11337761664108581	611.6806039810181
1832	1.9780966508979063	0.1	yeast_dream5	275.0	strict	1.05	cmeans	0.016894970772546994	0.02951037289111296	0.15885583309120213	0.12256405372744014	611.6806039810181
1833	1.9528394562492069	0.1	yeast_dream5	275.0	minimal	1.1	cmeans	0.008723636629229871	0.037832373443330965	0.08882785221509917	0.12441512879326691	630.6736371517181
1834	2.1147839942507263	0.1	yeast_dream5	275.0	interconnected	1.1	cmeans	0.013739884892741052	0.0252498292674383	0.0978219498464764	0.11995664925479906	630.6736371517181
1835	1.8680518982566572	0.1	yeast_dream5	275.0	strict	1.1	cmeans	0.015866635727032036	0.02869806743321249	0.12756563376932548	0.1326208635099715	630.6736371517181
1836	0.0	0.1	yeast_dream5	325.0	minimal	1.01	cmeans	0.0	0.0	0.0	0.0	749.5555591583252
1837	0.0	0.1	yeast_dream5	325.0	interconnected	1.01	cmeans	0.0	0.0	0.0	0.0	749.5555591583252
1838	0.0	0.1	yeast_dream5	325.0	strict	1.01	cmeans	0.0	0.0	0.0	0.0	749.5555591583252
1839	0.0	0.1	yeast_dream5	325.0	minimal	1.02	cmeans	0.0	0.0	0.0	0.0	701.475193977356
1840	0.0	0.1	yeast_dream5	325.0	interconnected	1.02	cmeans	0.0	0.0	0.0	0.0	701.475193977356
1841	0.0	0.1	yeast_dream5	325.0	strict	1.02	cmeans	0.0	0.0	0.0	0.0	701.475193977356
1842	1.7756040239713082	0.1	yeast_dream5	325.0	minimal	1.05	cmeans	0.006304787408213917	0.036690803800965406	0.09952752756729144	0.12295375517858409	755.4668128490448
1843	2.0508125836024105	0.1	yeast_dream5	325.0	interconnected	1.05	cmeans	0.010830486770472268	0.024504587982193925	0.10917635980404426	0.11727778198540674	755.4668128490448
1844	1.7810608783096575	0.1	yeast_dream5	325.0	strict	1.05	cmeans	0.013253228718610897	0.02595881076462984	0.1560781939140519	0.11773928792936489	755.4668128490448
1845	1.828722204585311	0.1	yeast_dream5	325.0	minimal	1.1	cmeans	0.00766350796956282	0.03754536303992926	0.089149191062603	0.11433517568584009	891.0550799369812
1846	2.077239419084079	0.1	yeast_dream5	325.0	interconnected	1.1	cmeans	0.012721995748270137	0.02440946415013355	0.09895875421970354	0.11968161776022002	891.0550799369812
1847	1.816302485118698	0.1	yeast_dream5	325.0	strict	1.1	cmeans	0.014819132085310714	0.025996633193967784	0.13350034584184245	0.12899341411984064	891.0550799369812
